Sr,Title,Name as per Document (e.g. Leaving Certificate),Birth Date,Student Status,Application No.,Institute,Course,Program,Admission Quota,Student Phone 1,Student Phone 2,Whatsapp No.,Email,Email Alternate,Emergency Contact No.,Father Mobile No.,Mother Mobile No.,Guardian Mobile No.,Aadhaar Card No.
283,Dr,Yakshit Ratta,19-01-1970,Provisionally Admitted,25PG557498,Centre for Distance and Online Education,MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,6991321585,174639651,6991321585,ssawhney@hotmail.com,hiran31@hotmail.com,5556437221,1704996478,9013457638,6747437503,9.78102E+11
284,Ms,Purab Buch,19-03-2002,Duplicate,25UG107404,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,7381648279,3167294102,7381648279,jayaramanshlok@yahoo.com,lagan03@karpe.com,6764832704,1629303239,5297743570,5413696762,7.68731E+11
285,Mr,Rasha Sridhar,02-05-1978,Duplicate,25PG781852,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Installment,9640917098,1202593633,9640917098,shamik16@chada-seshadri.info,tdhawan@yahoo.com,406524959,6777335926,5774428341,4146916144,1.18852E+11
286,Ms,Ayesha Sant,05-12-1996,Duplicate,25PG407351,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,7862169709,2466814458,7862169709,ochandra@gmail.com,jayeshvarughese@gmail.com,7084853106,2276395285,1437363038,3542574003,9.10829E+11
287,Miss,Jivin Yadav,06-09-2001,Provisionally Admitted,25UG255593,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,4903776306,894104034,4903776306,surnitya@bava.com,riaanacharya@hotmail.com,987342078,1836053003,9246085553,4421919912,3.68486E+11
288,Mr,Damini Sur,05-12-1989,Provisionally Admitted,25UG581604,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,1971206931,5908978324,1971206931,inaaya-94@gmail.com,duttamamooty@thaman.info,9675178624,4122497015,4304388890,8674792397,5.07002E+11
289,Mr,Hridaan Borde,20-09-1978,Duplicate,25PG611013,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Installment,7443561304,5971303426,7443561304,samairasengupta@saini-divan.biz,yasminlalla@gmail.com,280025416,2206201207,4253530204,6019847978,5.37559E+11
290,Dr,Shanaya Atwal,05-06-2004,Provisionally Admitted,25PG349472,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,9331428416,8881567913,9331428416,rajaveer@hotmail.com,sabharwaljayesh@yahoo.com,7040920103,2414931459,2695856624,5775710707,1.86346E+11
291,Miss,Armaan Agrawal,06-10-1975,Duplicate,25PG954865,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,4532380150,5935557607,4532380150,fchar@gmail.com,mamooty51@gmail.com,1703960837,1570234769,6534479221,8976064074,8.71723E+11
292,Miss,Romil Tailor,14-04-2006,Duplicate,25UG869493,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,2763078579,5784075788,2763078579,umang50@yahoo.com,reyansh33@dayal.com,7359943276,5421471717,1662847192,3425044290,8.74832E+11
293,Ms,Parinaaz Borra,14-10-1988,Duplicate,25PG311657,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,2772504390,381786611,2772504390,mishachada@bath.com,zaindasgupta@rajagopalan-ramanathan.biz,7716907175,2858897011,6575945136,4838632671,5.52042E+11
294,Ms,Taimur Raman,24-09-1991,Provisionally Admitted,25UG610098,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,5650884247,4557778872,5650884247,singhvedika@yahoo.com,gdutta@sangha.com,3242385203,1388696926,9820488622,397529145,4.90378E+11
295,Miss,Neelofar Korpal,28-02-1995,Provisionally Admitted,25UG254009,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,9319585910,2674988882,9319585910,jhanvi05@yahoo.com,nramakrishnan@yahoo.com,1961291018,5334598334,1203528190,78055612,8.36908E+11
296,Dr,Vaibhav Bhat,01-12-1975,Provisionally Admitted,25PG832110,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,7481957413,5651129025,7481957413,lakshaybarad@shukla.biz,dhalder@wason.org,8682695157,6005578023,533576585,2351366694,9.36411E+11
297,Dr,Ehsaan Mammen,08-03-1975,Duplicate,25UG307167,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,2110544363,7774604945,2110544363,doctoranaya@yahoo.com,chananishith@bail.com,7666078044,1405892937,8586529725,3285386119,7.46312E+11
298,Miss,Hridaan Bal,19-11-2003,Provisionally Admitted,25UG450923,Centre for Distance and Online Education,MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Lumpsum,3449971052,6872213631,3449971052,wlalla@yahoo.com,jivin02@hotmail.com,5720009494,5683769665,3078010671,9077382715,4.9149E+11
299,Mr,Aaryahi Mander,13-02-1993,Duplicate,25UG660732,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Installment,8437417646,9075439917,8437417646,tchoudhary@ramesh-kapoor.com,azadshan@yahoo.com,5280062338,7737932577,8641072152,5401253542,7.85299E+11
300,Mrs,Azad Ramanathan,21-05-1982,Duplicate,25PG424071,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,2031714179,601896678,2031714179,krish91@hotmail.com,hunarbhakta@sawhney.com,9967034344,7526684633,1936794537,7057763483,4.14311E+11
301,Dr,Dharmajan Kadakia,08-01-1971,Duplicate,25UG673539,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,3927756348,5502808780,3927756348,kartiksathe@mandal-shetty.com,semnitara@gmail.com,4027977703,9554245854,4963859752,5558449341,3.322E+11
302,Mrs,Ivana Atwal,21-09-1974,Duplicate,25UG564655,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,1331933365,7714610873,1331933365,cheemaadvik@batta-sheth.biz,faiyazarora@yahoo.com,9240747954,3104066981,1206229379,1915105730,5.88645E+11
303,Dr,Devansh Biswas,04-09-1994,Duplicate,25PG562851,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,4773896186,8701210860,4773896186,birseher@yahoo.com,parinaaz61@gmail.com,3328002948,4477871695,3474230866,7212833817,9.24289E+11
304,Dr,Hazel Sunder,11-08-1996,Provisionally Admitted,25PG887201,Centre for Distance and Online Education,MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,706090468,5300339888,706090468,sakshamacharya@gmail.com,kalekismat@gmail.com,1486182518,3191436973,7430097752,7142670599,6.45187E+11
305,Miss,Jayan Balasubramanian,16-02-2004,Provisionally Admitted,25PG646720,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,7189419789,9356628824,7189419789,amandal@hotmail.com,badalsami@hotmail.com,4240559257,8594446209,787091980,1348274953,1.75396E+11
306,Dr,Divij Srinivas,11-04-2000,Duplicate,25UG313939,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Installment,9764933591,2062288196,9764933591,sgoda@yahoo.com,lgupta@gmail.com,9140454057,5206070845,3194231700,4552987419,1.87068E+11
307,Mrs,Misha Srinivasan,03-02-2004,Provisionally Admitted,25UG437933,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,8906050448,1941469105,8906050448,yakshitrattan@lad.info,pihu32@bir-gaba.com,3307103055,7175876895,7232391256,1532350481,4.91417E+11
308,Mrs,Ojas Konda,22-04-2007,Provisionally Admitted,25PG820223,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,4849330565,5979715212,4849330565,oorjarama@gmail.com,yasminramesh@yahoo.com,7979723973,9506644561,7161817757,1695545494,8.60579E+11
309,Ms,Divit Sur,20-01-1975,Duplicate,25UG144438,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,9895484151,5049842887,9895484151,amirakalla@gmail.com,uchacko@yahoo.com,2630231587,5966814061,6568197563,4967019704,5.75428E+11
310,Dr,Yuvaan Grover,03-10-1985,Duplicate,25UG500238,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,7241471368,6189008229,7241471368,rheasama@yahoo.com,mchad@yahoo.com,7990543791,9085833551,5720609376,4688223948,5.22446E+11
311,Miss,Kiara Batra,18-11-1971,Duplicate,25UG928442,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,3676730209,5046057850,3676730209,andravaibhav@gmail.com,bawalavanya@ramesh.net,4405578927,667657093,17938419,57064860,6.74209E+11
312,Dr,Devansh Sarin,09-06-1970,Duplicate,25PG915475,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,6442332747,9916138161,6442332747,jsaha@tara.com,sarashukla@hotmail.com,9741682698,9054323037,7598737899,2505536222,6.91929E+11
313,Ms,Pari Atwal,29-08-1999,Provisionally Admitted,25PG434719,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,3659831310,8421675881,3659831310,samar05@yahoo.com,nirvi13@varty-sridhar.com,152223567,4865319975,1787943276,6118863555,2.15288E+11
314,Mrs,Vivaan Malhotra,21-07-1978,Provisionally Admitted,25UG435084,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,1993258034,3553585000,1993258034,zeeshanmajumdar@chana.com,sundaramveer@swaminathan-mallick.biz,6320498381,1788151674,5097397367,1806984477,6.04092E+11
315,Miss,Riaan Bhagat,26-04-1984,Duplicate,25UG601239,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,6727950007,6612409501,6727950007,llal@dhawan-dutta.com,oorjawagle@yahoo.com,8678432303,4300826476,1760324214,810291420,6.05627E+11
316,Ms,Purab Virk,17-06-2002,Provisionally Admitted,25UG987133,Centre for Distance and Online Education,MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,1652664429,6124891995,1652664429,aaryahigoyal@hotmail.com,tiyabalasubramanian@dar-dass.com,7217810254,6952446466,9124801029,1394125798,1.58553E+11
317,Ms,Hazel Desai,02-06-1976,Duplicate,25PG337860,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,2532707974,3878923550,2532707974,kiaraahluwalia@biswas.com,hrishita63@tailor.com,8820261038,9950568994,3662430951,4001981115,9.09135E+11
318,Dr,Gatik Raja,24-01-1979,Duplicate,25PG376692,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Installment,7409604966,9723121253,7409604966,aaravdasgupta@hotmail.com,navyaapte@krishnan-dugal.com,1223258614,5139436256,5468868877,2501106035,8.39617E+11
319,Mrs,Yuvaan Sundaram,06-05-1970,Provisionally Admitted,25PG295509,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Installment,6288114275,5586576006,6288114275,shuklaneelofar@bajaj.com,siya46@hotmail.com,6049151935,510000696,2620528118,6677261013,9.5123E+11
320,Mrs,Keya Walia,26-10-2002,Provisionally Admitted,25PG639942,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Installment,2470332003,423241313,2470332003,dgopal@agrawal-date.biz,ayesha30@chatterjee.org,9689694519,6762708560,5893124216,2626004483,3.07952E+11
321,Mr,Parinaaz Lata,07-12-1977,Provisionally Admitted,25UG771817,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Installment,2142964898,357584440,2142964898,dhanuk08@vora.com,lgour@hotmail.com,614475582,8413535342,2497142302,6883747045,9.26764E+11
322,Mrs,Vivaan Balan,09-01-1988,Duplicate,25PG620943,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,3018606029,7323889343,3018606029,aarnaben@gmail.com,ela16@gmail.com,5668217423,8373994218,3857591738,5785544023,8.08319E+11
323,Dr,Anya Ramakrishnan,27-03-2000,Duplicate,25UG886393,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,5284759916,7735070799,5284759916,ghoshmannat@gola.biz,vardaniya58@mahajan.biz,2459148750,8921699852,1780105976,6097839850,1.99166E+11
324,Mr,Drishya Chander,08-01-1980,Provisionally Admitted,25PG216096,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,1736374108,9756345091,1736374108,nehmatramachandran@hegde.com,dharmajan47@chauhan-brar.info,3137441737,893709402,222977251,3372975494,3.3294E+11
325,Miss,Dhruv Brar,09-06-1991,Provisionally Admitted,25PG734618,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,998458462,7415854047,998458462,kavyasinha@gmail.com,raunak13@hotmail.com,5427615519,866070719,310429940,1594469686,1.92094E+11
326,Dr,Ishita Choudhury,26-02-1983,Provisionally Admitted,25UG497303,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,7826787520,9337719405,7826787520,divit43@gmail.com,venkataramanyasmin@hotmail.com,9593490324,9545953097,5255174101,6101902972,2.56272E+11
327,Dr,Tanya Vaidya,29-03-1973,Duplicate,25PG492185,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,6886270520,9067507070,6886270520,uvohra@yahoo.com,kairakanda@yahoo.com,5334755320,3748602647,6193431354,4994120820,1.12306E+11
328,Ms,Renee Shah,31-05-1971,Duplicate,25UG468515,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,3317270046,3124297011,3317270046,indranilmaharaj@hotmail.com,diya54@agrawal-dhar.biz,9764603479,9543311630,5596688899,1727883120,1.07819E+11
329,Mrs,Arhaan Sastry,26-05-1993,Provisionally Admitted,25UG536345,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,7698112766,6428052561,7698112766,hayreyuvaan@hotmail.com,iacharya@ravel.com,7609345059,4732020877,612755501,3575536174,1.95871E+11
330,Dr,Myra Sharma,05-08-2002,Provisionally Admitted,25UG705312,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,953296624,3128883999,953296624,uhora@yahoo.com,nishith65@yahoo.com,429478416,6182255823,59798026,8769001842,9.78586E+11
331,Mrs,Himmat Bhavsar,29-08-1997,Provisionally Admitted,25PG974577,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,5101605744,4548796971,5101605744,qmane@dhar.info,sairavarughese@barad-bassi.biz,9108670711,3113909952,1693452523,1976255661,6.63267E+11
332,Miss,Aniruddh Gill,21-01-1992,Provisionally Admitted,25UG795236,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,5671461368,3243001281,5671461368,hbose@chanda.com,gdhingra@gmail.com,2420817479,2532873592,484246068,6242073240,5.27848E+11
333,Miss,Kabir Bhagat,02-01-1972,Duplicate,25UG139198,Centre for Distance and Online Education,MTech - Master of Technology,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,5909625755,3311382999,5909625755,badal72@chand-sahni.com,bhattindrans@som.info,2535101126,6477636334,2401515328,8720667611,8.4041E+11
334,Mrs,Rania Bhardwaj,23-04-1986,Duplicate,25PG394567,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,225381836,3631012113,225381836,vidur42@thakkar-aurora.com,xchanda@wable-dada.com,3636131635,9827271291,4113917526,9482491484,3.56388E+11
